domain,field,status,tests,keys,archive
Artificial Intelligence & Machine Learning,Causal Machine Learning,downloaded,https://www.cs.stanford.edu/phd-program-requirements-qualifying-exams,,https://www.cs.stanford.edu/phd-program-requirements-qualifying-exams
Artificial Intelligence & Machine Learning,Continual & Online Learning,downloaded,https://www.cc.gatech.edu/phd-cs-past-qualifying-exams | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2019_fall.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2018_spring_1.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2017_spring.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/2017intelligent_systemsqualifyingexam.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/mlqual17_.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2016_spring_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/csphd_hci_qualsp2016.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/2016intelligent_systemsqualifying-exam.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_spring_2015_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qualifying-exams-is-2015spring-formatted.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/graphics_qual_2014.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qualifying-exams-is-2014spring-formatted.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/gv_quals_2013_j_k_g.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qualifying-exams-is-2013spring-formatted.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201202gv_quals.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/is-qual-spring-2012.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201108_architecture_1.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201108_machine_learning.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201108_security_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_is_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_networking_p1_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_plc_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_security.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_sweng.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_systems.pdf | https://www.cc.gatech.edu/sites/default/files/documents/2023/nace-career-readiness-competencies-revised-apr-2021.pdf,,https://www.cc.gatech.edu/phd-cs-past-qualifying-exams
Artificial Intelligence & Machine Learning,Deep Learning Theory,downloaded,https://siebelschool.illinois.edu/academics/graduate/phd-program/qualifying-exam/ai,,https://siebelschool.illinois.edu/academics/graduate/phd-program/qualifying-exam/ai
Artificial Intelligence & Machine Learning,Diffusion Models,downloaded,https://www.cc.gatech.edu/phd-cs-past-qualifying-exams | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2019_fall.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2018_spring_1.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2017_spring.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/2017intelligent_systemsqualifyingexam.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/mlqual17_.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2016_spring_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/csphd_hci_qualsp2016.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/2016intelligent_systemsqualifying-exam.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_spring_2015_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qualifying-exams-is-2015spring-formatted.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/graphics_qual_2014.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qualifying-exams-is-2014spring-formatted.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/gv_quals_2013_j_k_g.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qualifying-exams-is-2013spring-formatted.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201202gv_quals.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/is-qual-spring-2012.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201108_architecture_1.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201108_machine_learning.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201108_security_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_is_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_networking_p1_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_plc_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_security.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_sweng.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_systems.pdf | https://www.cc.gatech.edu/sites/default/files/documents/2023/nace-career-readiness-competencies-revised-apr-2021.pdf,,https://www.cc.gatech.edu/phd-cs-past-qualifying-exams
Artificial Intelligence & Machine Learning,Ensemble Methods & Gradient Boosting,downloaded,https://www.cc.gatech.edu/phd-cs-past-qualifying-exams | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2019_fall.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2018_spring_1.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2017_spring.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/2017intelligent_systemsqualifyingexam.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/mlqual17_.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2016_spring_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/csphd_hci_qualsp2016.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/2016intelligent_systemsqualifying-exam.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_spring_2015_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qualifying-exams-is-2015spring-formatted.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/graphics_qual_2014.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qualifying-exams-is-2014spring-formatted.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/gv_quals_2013_j_k_g.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qualifying-exams-is-2013spring-formatted.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201202gv_quals.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/is-qual-spring-2012.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201108_architecture_1.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201108_machine_learning.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201108_security_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_is_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_networking_p1_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_plc_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_security.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_sweng.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_systems.pdf | https://www.cc.gatech.edu/sites/default/files/documents/2023/nace-career-readiness-competencies-revised-apr-2021.pdf,,https://www.cc.gatech.edu/phd-cs-past-qualifying-exams
Artificial Intelligence & Machine Learning,Federated Learning,downloaded,https://www.cc.gatech.edu/phd-cs-past-qualifying-exams | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2019_fall.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2018_spring_1.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2017_spring.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/2017intelligent_systemsqualifyingexam.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/mlqual17_.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2016_spring_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/csphd_hci_qualsp2016.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/2016intelligent_systemsqualifying-exam.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_spring_2015_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qualifying-exams-is-2015spring-formatted.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/graphics_qual_2014.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qualifying-exams-is-2014spring-formatted.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/gv_quals_2013_j_k_g.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qualifying-exams-is-2013spring-formatted.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201202gv_quals.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/is-qual-spring-2012.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201108_architecture_1.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201108_machine_learning.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201108_security_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_is_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_networking_p1_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_plc_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_security.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_sweng.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_systems.pdf | https://www.cc.gatech.edu/sites/default/files/documents/2023/nace-career-readiness-competencies-revised-apr-2021.pdf,,https://www.cc.gatech.edu/phd-cs-past-qualifying-exams
Artificial Intelligence & Machine Learning,Gaussian Processes & Bayesian Optimization,downloaded,https://www.cc.gatech.edu/phd-cs-past-qualifying-exams | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2019_fall.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2018_spring_1.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2017_spring.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/2017intelligent_systemsqualifyingexam.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/mlqual17_.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2016_spring_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/csphd_hci_qualsp2016.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/2016intelligent_systemsqualifying-exam.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_spring_2015_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qualifying-exams-is-2015spring-formatted.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/graphics_qual_2014.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qualifying-exams-is-2014spring-formatted.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/gv_quals_2013_j_k_g.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qualifying-exams-is-2013spring-formatted.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201202gv_quals.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/is-qual-spring-2012.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201108_architecture_1.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201108_machine_learning.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201108_security_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_is_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_networking_p1_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_plc_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_security.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_sweng.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_systems.pdf | https://www.cc.gatech.edu/sites/default/files/documents/2023/nace-career-readiness-competencies-revised-apr-2021.pdf,,https://www.cc.gatech.edu/phd-cs-past-qualifying-exams
Artificial Intelligence & Machine Learning,Generative Models (GANs & VAEs),downloaded,https://www.cc.gatech.edu/phd-cs-past-qualifying-exams | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2019_fall.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2018_spring_1.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2017_spring.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/2017intelligent_systemsqualifyingexam.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/mlqual17_.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2016_spring_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/csphd_hci_qualsp2016.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/2016intelligent_systemsqualifying-exam.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_spring_2015_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qualifying-exams-is-2015spring-formatted.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/graphics_qual_2014.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qualifying-exams-is-2014spring-formatted.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/gv_quals_2013_j_k_g.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qualifying-exams-is-2013spring-formatted.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201202gv_quals.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/is-qual-spring-2012.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201108_architecture_1.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201108_machine_learning.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201108_security_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_is_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_networking_p1_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_plc_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_security.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_sweng.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_systems.pdf | https://www.cc.gatech.edu/sites/default/files/documents/2023/nace-career-readiness-competencies-revised-apr-2021.pdf,,https://www.cc.gatech.edu/phd-cs-past-qualifying-exams
Artificial Intelligence & Machine Learning,Graph Neural Networks,downloaded,https://www.cc.gatech.edu/phd-cs-past-qualifying-exams | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2019_fall.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2018_spring_1.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2017_spring.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/2017intelligent_systemsqualifyingexam.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/mlqual17_.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2016_spring_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/csphd_hci_qualsp2016.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/2016intelligent_systemsqualifying-exam.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_spring_2015_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qualifying-exams-is-2015spring-formatted.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/graphics_qual_2014.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qualifying-exams-is-2014spring-formatted.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/gv_quals_2013_j_k_g.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qualifying-exams-is-2013spring-formatted.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201202gv_quals.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/is-qual-spring-2012.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201108_architecture_1.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201108_machine_learning.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201108_security_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_is_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_networking_p1_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_plc_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_security.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_sweng.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_systems.pdf | https://www.cc.gatech.edu/sites/default/files/documents/2023/nace-career-readiness-competencies-revised-apr-2021.pdf,,https://www.cc.gatech.edu/phd-cs-past-qualifying-exams
Artificial Intelligence & Machine Learning,Graphical Models & Probabilistic Inference,downloaded,https://www.cc.gatech.edu/phd-cs-past-qualifying-exams | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2019_fall.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2018_spring_1.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2017_spring.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/2017intelligent_systemsqualifyingexam.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/mlqual17_.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2016_spring_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/csphd_hci_qualsp2016.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/2016intelligent_systemsqualifying-exam.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_spring_2015_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qualifying-exams-is-2015spring-formatted.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/graphics_qual_2014.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qualifying-exams-is-2014spring-formatted.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/gv_quals_2013_j_k_g.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qualifying-exams-is-2013spring-formatted.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201202gv_quals.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/is-qual-spring-2012.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201108_architecture_1.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201108_machine_learning.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201108_security_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_is_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_networking_p1_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_plc_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_security.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_sweng.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_systems.pdf | https://www.cc.gatech.edu/sites/default/files/documents/2023/nace-career-readiness-competencies-revised-apr-2021.pdf,,https://www.cc.gatech.edu/phd-cs-past-qualifying-exams
Artificial Intelligence & Machine Learning,Imitation Learning & Inverse RL,downloaded,https://www.cc.gatech.edu/phd-cs-past-qualifying-exams | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2019_fall.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2018_spring_1.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2017_spring.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/2017intelligent_systemsqualifyingexam.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/mlqual17_.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2016_spring_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/csphd_hci_qualsp2016.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/2016intelligent_systemsqualifying-exam.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_spring_2015_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qualifying-exams-is-2015spring-formatted.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/graphics_qual_2014.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qualifying-exams-is-2014spring-formatted.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/gv_quals_2013_j_k_g.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qualifying-exams-is-2013spring-formatted.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201202gv_quals.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/is-qual-spring-2012.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201108_architecture_1.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201108_machine_learning.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201108_security_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_is_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_networking_p1_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_plc_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_security.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_sweng.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_systems.pdf | https://www.cc.gatech.edu/sites/default/files/documents/2023/nace-career-readiness-competencies-revised-apr-2021.pdf,,https://www.cc.gatech.edu/phd-cs-past-qualifying-exams
Artificial Intelligence & Machine Learning,Interpretability & Explainable AI,downloaded,https://www.cc.gatech.edu/phd-cs-past-qualifying-exams | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2019_fall.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2018_spring_1.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2017_spring.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/2017intelligent_systemsqualifyingexam.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/mlqual17_.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_2016_spring_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/csphd_hci_qualsp2016.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/2016intelligent_systemsqualifying-exam.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qual_spring_2015_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qualifying-exams-is-2015spring-formatted.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/graphics_qual_2014.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qualifying-exams-is-2014spring-formatted.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/gv_quals_2013_j_k_g.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/qualifying-exams-is-2013spring-formatted.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201202gv_quals.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/is-qual-spring-2012.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201108_architecture_1.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201108_machine_learning.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201108_security_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_is_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_networking_p1_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_plc_0.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_security.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_sweng.pdf | https://prod-cc.cc.gatech.edu/sites/default/files/documents/2021/201102_systems.pdf | https://www.cc.gatech.edu/sites/default/files/documents/2023/nace-career-readiness-competencies-revised-apr-2021.pdf,,https://www.cc.gatech.edu/phd-cs-past-qualifying-exams
